3386,5380,2630,5260,482,2412,4132,5277,4648,1376,344,1016,6755,1727,1506,5564,3199,4926,1916,5411,5338,9882,8956,2490,3676,6815,3214,2247,4674,1686,4390,7301,4357,8201,5634,4714,7127,385,7599,9912,481,8268,7160,8374,3874,8016,6766,9099,4848,3254,7267,615,9276,807,294,5267,2480,6352,4891,6204,4851,6463,7334,5319,418,5094,8868,1948,4365,9257,7701,3975,9926,8725,8574,2082,3988,8316,6880,3340,7974,4248,5483,630,296,3397,1742,9821,8854,8553,2207,2351,7445,5405,1385,5722,3208,4679,7397,2748
9290,2410,5554,9428,4066,9266,1514,1341,3959,6816,6250,9302,8488,7588,1682,3941,6606,6092,1375,3367,503,2338,5616,1015,8816,7304,5896,7620,7902,6466,3383,8228,9431,8624,1160,5216,1314,7140,6918,6885,551,4468,6944,5287,8104,6905,1518,9870,8012,4836
5621,264,637,5372,6878,7518,8883,4046,1572,2098,5738,2001,6839,5315,884,7184,1320,2924,2076,3897,892,5132,1244,4408,1612,404,8690,6152,5679,4873,8265,8202,2588,8468,1155,854,1962,1930,5002,6066,2290,991,7919,9481,5332,5127,9075,3290,588,644
7498,9740,5874,2858,1600,3676,6708,172,6097,8470,6267,2554,1948,4322,1170,1634,4762,1295,7530,1999,2841,1662,4382,8122,4362,8116,4502,3662,1586,3522,7768,9436,9624,2044,5718,9557,6387,6102,4334,1804,3512,8884,4514,1270,3532,1935,500,3762,2184,7058
7023,527,8226,7889,4634,3494,8520,4139,4142,542,1019,1080,5000,6658,1135,4042,7642,9860,6778,8617,547,8663,8152,5292,0,8918,4692,1774,7852,8729,4158,9983,5684,3628,3794,2676,8120,7704,2648,7707,850,4738,7270,1111,5598,4156,8688,7009,828,8857
2447,7526,3828,2707,3804,4654,9158,6015,1287,1201,1243,5443,1033,8689,8385,8347,1209,1652,9598,6744,470,4239,8283,7026,3340,1405,9439,9276,8355,3146,8449,5052,8507,4976,120,1758,7125,1963,8302,148,4476,8512,1674,5611,6914,5161,9384,8744,8389,7869
9372,1235,6844,8619,5408,3981,966,1207,2568,7984,4510,6170,4761,9114,9098,6100,6269,2817,4792,1143,1448,2402,6347,6610,3457,2764,7920,6746,304,9104,9979,9490,5736,8785,5770,664,995,9363,7692,9376,8200,3275,4373,5798,2901,7879,1120,4688,3798,9687
2552,2148,3088,5704,4152,6670,1688,7719,1480,4456,3756,6202,7877,6304,5466,4785,7255,3772,5513,3220,3010,4810,3210,2720,1387,3717,2064,4024,2784,1005,2292,4822,4200,5155,6835,3696,7995,4964,2960,5065,5834,2040,3014,8645,6859,6354,7264,8675,1276,2427
1764,2286,4030,5295,842,7528,2980,1258,8600,3314,2502,5312,9651,8934,3370,8832,38,7233,4332,6818,8463,7406,754,2550,5774,2052,4272,8978,509,8548,4050,6254,9022,8799,9221,2356,3942,6798,6714,4014,6091,4758,2576,3184,6845,1702,8467,4564,4458,5035
9588,5426,3998,7923,631,7365,7200,2178,5462,106,6322,688,6927,4800,3811,5992,5314,6668,3288,4676,2718,4824,2795,2320,5430,7559,6246,4226,4329,7493,1370,6220,9952,4827,4560,6848,9078,8558,9448,1888,2614,2202,7722,758,8952,6622,9346,4968,8714,2484
8384,6776,9770,6416,168,5079,8316,3730,8118,4987,9026,7387,5034,7010,7030,6858,8730,1854,8656,2490,6704,5947,6983,9648,1752,4475,8666,5842,5860,2359,9627,7154,4122,54,1378,561,3012,6077,1573,836,6970,916,8552,3694,7730,6448,8447,7659,5719,5981
