2717,6690,8123,2956,872,4132,8971,1269,9873,3001,5889,2371,8983,7757,9212,4726,7584,7504,8190,9315,7725,2738,7186,3682,1156,6214,741,4084,6527,9419,2774,4068,4563,9520,9284,3733,281,1164,1974,2439,7985,6655,9233,4630,5113,2309,7641,7514,9431,5840,1722,5317,193,2064,8300,774,4951,4864,3991,4924,9818,5220,4883,2361,3981,5871,5834,7178,6122,9092,5128,1813,9540,858,1105,9141,1322,6918,8639,8258,5888,1950,9252,6626,5602,2294,6986,2299,5035,2055,1368,3049,6852,7803,1583,5117,94,826,7781,2085
7212,1812,6959,5775,7042,4344,2834,7173,5874,2489,4857,3654,1204,6382,6158,9357,7167,1747,8564,6678,8925,634,8228,2143,9240,1107,7237,458,4788,5105,7756,2656,6241,6994,4873,3236,4464,548,5880,1389,3916,3855,5411,3605,6423,8641,350,3170,1531,2994
9618,4166,2436,7850,7085,7905,8024,7251,5799,8457,2666,9674,729,2761,5742,7701,7722,366,7758,5198,946,8823,888,6295,5453,9940,8499,9716,4686,5226,3844,2341,8008,8600,7053,2937,6009,483,9774,658,8502,8752,6766,1129,9646,754,6373,7636,8420,5692
7202,1966,7615,1083,1907,9896,908,8110,2249,9009,7091,5439,8717,7311,202,9546,7579,3648,525,5399,7890,4499,5059,2545,306,9355,9426,2299,5642,986,4391,9553,5154,8329,444,3791,5060,8986,5169,172,4538,8879,2428,4550,5971,9723,4305,2158,7079,4879
7787,4276,1927,6396,8017,7996,6018,4078,671,1155,373,2753,8929,2775,3509,2818,4691,2622,5455,1101,344,3135,6798,9833,2391,8237,632,5988,8525,9346,1719,9731,6150,5249,670,3180,2899,5579,5710,6229,7104,6784,2012,1937,8346,8400,7610,3449,3068,2928
9654,5779,1433,6740,3152,4375,4284,9200,4148,3959,1708,7432,78,8144,7522,5073,1370,2980,7960,3009,60,6244,2538,2390,3492,2343,771,7364,2615,4011,5454,1406,7309,2337,5916,2306,1028,7830,5847,4802,7593,4086,6968,8123,7220,8689,5374,1813,7543,8746
8603,2655,1518,1658,3862,8074,948,7819,8149,2577,4368,3174,772,4761,6159,4370,9084,3765,2551,1110,9172,8521,1703,9379,6881,5266,2694,4267,9018,5040,8716,7379,9428,7590,1472,4999,6252,1036,5091,8798,3322,2706,3794,9098,6091,1728,9486,500,5828,4364
5217,6785,248,4266,5333,3780,4938,3846,6741,817,3327,4855,848,8062,7374,3397,1527,7337,5302,8252,4042,863,5689,1746,4001,2138,6577,332,403,8808,6026,2476,7155,8628,5347,6003,1690,2007,437,8413,5238,7322,8386,8616,3887,4929,4868,9298,3205,480
5609,434,7283,8313,5177,5647,3998,5397,4296,4172,9829,7269,6675,3674,8719,4386,8398,7696,4509,9111,6708,7344,3681,9984,8452,7248,8488,7813,1144,1633,4892,5569,9679,554,9998,961,1585,5047,1305,4248,5947,7786,9617,8597,646,231,8091,264,4991,9484
7174,5784,6544,2344,2716,8980,6569,693,8812,9837,1455,8994,2378,6896,713,9463,5421,8152,1067,12,6452,3242,3220,4554,8673,6778,5025,1470,883,5619,3377,6894,5388,2358,9449,6940,7561,1659,2906,2530,2938,7020,5211,2422,6797,5848,6704,8931,3204,2722
4899,5840,3244,5538,3497,2649,7476,5155,1439,8542,9339,6015,7445,2606,3072,8611,9251,1477,9852,9507,3057,4710,4962,3387,6660,8390,9384,6990,9924,1681,6900,2742,4747,3475,3799,1225,5969,5391,4678,859,5401,5164,8990,2633,9149,310,3328,5235,5451,8265
